"artist","album","year","song","lyrics" 
"Katy Perry","Katy Hudson",2001,"Piercing","Living in fear Is not what you had In mind for me But holding to you Is so hard I cling to what I see In a world where my emotions Seem to rule my every move They will challenge my devotion To seek and know the truth You're piercing me This self will bleed You're killing all Of my securities Lord, help me see the reality That all I'll ever need is You Here in this haze a distant light Seems to draw me near But in the shadow of my doubt My faith just disappears In a world where my emotions Seem to rule my every move They will challenge my devotion To seek and know the truth You're piercing me This self will bleed You're killing all Of my securities Lord, help me see the reality That all I'll ever need is You You're piercing me This self will bleed You're killing all Of my securities Lord, help me see the reality That all I'll ever need is You You're piercing me This self will bleed You're killing all Of my securities Lord, help me see the reality That all I'll ever need is You You're piercing me This self will bleed You're killing all Of my securities Lord, help me see the reality That all I'll ever need is You"
"Katy Perry","Katy Hudson",2001,"Search Me","Through this skin you see My heart Through this laughter you feel My pain Even through this mask you see My face For You are the only one who really knows just who I am And you search me And you know all the secrets of my heart And you search me Revealing the mysteries of who You are You search me Growing up never comes Easily In Your hands, You're the potter Molding me Then why do I wear this mask and play this game Of hide and seek When You are the only one who really knows just who I am And you search me And you know all the secrets of my heart And you search me Revealing the mysteries of who You are And you search me And you know all the secrets of my heart And you search me Revealing the mysteries of who You are My Father, my Father You are my Father, oh, and I am Your child And you hear my cry, even at the midnight And you search me And you know all the secrets of my heart And you search me Revealing the mysteries of who You are And you search me And you know all the secrets of my heart And you search me Revealing the mysteries of who You are The mysteries of who You are The mysteries of who You are"
"Katy Perry","Katy Hudson",2001,"Last Call","Hello, hello I'm searching for a man With love filled eyes and them healing hands Hello, hello I've been waiting for so long Don't disconnect me 'cause it's my last call For help, yeah, help For help 'Cause it's 8-9-9-3-8-3-3 Come on and listen to me Take my call, collect my change 'Cause Lord I'm calling on Your name Don't wanna leave, don't wanna say goodbye Still fifteen minutes for my thirty-five And where's this good in goodbye? 'Cause talking to you is bringing me This life, yeah, life This life, yeah 'Cause it's 8-9-9-3-8-3-3 Come on and listen to me Take my call, collect my change 'Cause Lord I'm calling on Your name, oh yeah Yeah, yeah, last call My last call, yeah, yeah, yeah, yeah 'Cause it's 8-9-9-3-8-3-3 Come on and listen to me Take my call, collect my change 'Cause Lord I'm calling on Your name 8-9-9-3-8-3-3 Come on and listen to me Take my call, collect my change 'Cause Lord I'm calling on Your name 8-9-9-3-8-3-3 Come on and listen to me Take my call, collect my change 'Cause Lord I'm calling on Your name 8-9-9-3-8-3-3 Come on and listen to me Take my call, collect my change 'Cause Lord I'm calling on Your name I'm calling on Your name I'm calling on Your name This is my last call This is my last call"
"Katy Perry","Katy Hudson",2001,"Growing Pains","You would think that I could find A simple song, a photograph of mine To show this public eye what I have to offer I may not have a PhD Or speak in eloquent philosophy I'm nothing more than simply me, you'll see What I am trying to say, hey I'm just a babe in so many ways I'm still growing, still stretching Still breaking in these new shoes Looking for a way to make a mark of my own I'm just a spring chick, wet behind the ears It's a part of life, so there's no need to fear These growing pains that I'm going through I don't regret, I'm not ashamed That I haven't yet begun to speaketh ways (As the wisest of men) Oh perhaps some day but for now I'm grateful To be a part of the family tree While The Man upstairs does His work on me It's a job that may take eternity to complete Just when I've learned all I can Those growing pains up and kick on in again Still growing, still stretching Still breaking in these new shoes Looking for a way to make a mark of my own I'm just a spring chick, wet behind the ears It's a part of life, so there's no need to fear These growing pains that I'm going through Time after time, one more time and again Will it ever end? It's the lessons in our lives that make us wise But young or old, I am told it's the same Oh, these growing pains never go away So I'll just keep on trying What I am trying to say, hey I'm just a babe in so many ways Still growing, still stretching Still breaking in these new shoes Looking for a way to make a mark of my own I'm just a spring chick, wet behind the ears It's a part of life, so there's no need to fear These growing pains that I'm going through Oh, baby don't worry about a thing Thank you Thank you very much Thank you Thank you"
"Katy Perry","Katy Hudson",2001,"My Own Monster","I turn my head, there's nothing there All I own is my thoughts for my fears I close the door to keep out the bad I plug my ears to keep out these fears And I cry So hold me close For I'm so tired of holding myself So very tired and tired Tired and tired Just hold me So hold me close For I'm so tired of holding myself So very tired and tired Tired and tired Just hold me I listen to these voices Or is it this house that's giving me chills As I lie upon this little girls bed? Who's at the door? Who's walking near? Or has my imagination spilled? This little girl all grown up still fears Oh, and I cry So hold me close For I'm so tired of holding myself So very tired and tired Tired and tired Just hold me So hold me close For I'm so tired of holding myself So very tired and tired Tired and tired Just hold me Where can I go, where can I hide From these evil sufferings? Oh, these images painted on my walls They say there's a place that I can Hide in the shadow of your wings Oh Lord, bring me to this place of refuge No more tears So hold me close For I'm so tired of holding myself So very tired and tired Tired and tired Just hold me So hold me close For I'm so tired of holding myself So very tired and tired I'm tired, I'm tired I'm tired, I'm tired I'm tired, I'm tired So tired and tired Tired and tired You just hold So hold me close For I'm so tired of holding myself So very tired and tired Tired and tired Just hold me I'm so tired I'm so tired Hold me, me, me"
"Katy Perry","Katy Hudson",2001,"Spit","If You came by me Would I crown You my King Or brush You off as though I really didn't see If You walked by my side Would our souls then be unified I swore Your name Would never be denied But I took up this hammer And laughed at all Your slander And pierced Your hands With the nails of blasphemy How could I do this? I don't know Said something forced me to it, so Spit in Your face and passed You by But time and time again I'd live that life of sin I knew it hurt you bad But I wasn't ready to give in Maybe someday But not this day I said I wanted to live my life I was willing to pay the price But I took up this hammer And laughed at all Your slander And pierced Your hands With the nails of blasphemy How could I do this? I don't know Said something forced me to it, so Spit in Your face and passed You by Your name won't be denied) But looking into my eyes I knew You felt this heart's cry I needed You Bad my life was oh so sad But looking back at all this pain This guilt, this strife Would You take it all away If I were to give you back my life? But You said I've forgiven thee And You said I've forgiven thee And You said I've forgiven thee And You said I've forgiven thee He was hanging on a cross With a crown of thorns In His head He was hanging on a cross With a crown of thorns In His head He was hanging on a cross With a crown of thorns In His head He was hanging on a cross With a crown of thorns In His head And You said I've forgiven thee And You said I've forgiven thee And You said I've forgiven thee And You said I've forgiven thee"
"Katy Perry","Katy Hudson",2001,"Faith Won't Fail","Yeah, yeah You could throw me in the fire And I won't be burned For my faith is Your desire And Your, Your love endures You could throw me in the prison cell Shackle me up against the rail But time and time again My faith won't fail For He'll prevail In the midst of all my trials and tribulations He'll prevail In the midst of all my sin and temptations He'll prevail When I fall and He'll, He'll pick me up For time and time again My faith won't fail Oh, time and time again My faith won't fail You could cast me in the lion's den But they won't harm me For Your grace surrounds me And it sets me free And I can walk upon the water And I will not drown For my eyes are set upon You And no one can bring me down For He'll prevail In the midst of all my trials and tribulations He'll prevail In the midst of all my sin and temptations He'll prevail When I fall and He'll will pick me up For time and time again My faith won't fail Time and time again My faith won't fail For His angels surround me And You've poured out this blood covering, yeah, yeah, yeah And I will walk and not fail, oh For time and time again My faith won't fail Time and time again My faith won't fail For He'll prevail In the midst of all my trials and tribulations He'll prevail In the midst of all my sin and temptations He'll prevail When I fall and He'll will pick me up For time and time again He'll prevail In the midst of all my trials and tribulations He'll prevail In the midst of all my sin and temptations He'll prevail When I fall and He will, He'll pick me up For time and time again My faith won't fail Oh, for time and time again My faith won't fail Oh, for time and time again My faith won't fail"
"Katy Perry","Katy Hudson",2001,"Naturally","Did it seem To disappoint you Living alone? By the banks Of your dilemma Out of control No one seems To give the answers That you wanna hear What you'd give To find a welcome here Miles and miles of lies Behind you Those were the days So many lives You'd hope would guide you Help you find a way Now it seems to your surprise That they left you lying here What you'd give to dry These bitter tears Did it come naturally? You a million miles from home When you tried so carefully To live a life That's not your own Always remember That it wasn't that long ago I stilled the oceans I moved the mountains To say I love you Heaven waits The hours of silence Finds you on your knees Broken in a sweet surrender Of peace All the years of searching for a love you didn't know Now you've finally found A welcome home Did it come naturally? You a million miles from home When you tried so carefully To live a life That's not your own Always remember That it wasn't that long ago I stilled the oceans I moved the mountains To say I love you I love you, I have And I always will. Did it come naturally? You a million miles from home When you tried so carefully To live a life That's not your own Always remember That it wasn't that long ago I stilled the oceans I moved the mountains To say Did it come naturally? You a million miles from home When you tried so carefully To live a life That's not your own Always remember That it wasn't that long ago I stilled the oceans I moved the mountains To say I love you"
"Katy Perry","Katy Hudson",2001,"When There's Nothing Left","When there's nothing left to give I will give you more than I ever gave before When there's nothing left to say I'll say it all again, but until then And I'll give you my heart, say I love you Say I love you And I'll give you my heart, say I love you Oh, 'cause I do, Jesus No music to play so I sing you my own song Come on and sing along When there's nothing that remains You still stay the same You're looking so strong And I'll give you my heart, say I love you Say I love you And I'll give you my heart, say I love you Oh, 'cause I do, Jesus And I'll give you my heart, say I love you I'm gonna, I'm gonna say I love you And I'll give you my heart, say I love you Oh, 'cause I do, sweet Jesus When there's nothing left to give I will give you more than I ever gave before I'm gonna give you my heart I'm gonna give you my heart"
"Katy Perry","(A) Katy Perry",2005,"Box","I was living in a small mind With no lifeline And no messages can reach me from the outside When I looked out over the horizon Didn't notice the sun was setting or just rising Then it hit me Maybe bit me Then I knew, quite a few would not go with me I didn't know exactly where I would be going But I had to let this river in me flowing What a ride When you open your eyes For the very first time A real surprise I started living outside of the box Crossing over lines where I always used to stop Living outside of the box 'Cause I'm not gonna be anybody that I'm not I always knew this day would come When I got off my back, found some motivation I've been living on the other side Come hell or high water, every moment I'm alive I was living on a fault line The fault was all mine And this unstable ground found me down half the time But I had enough I had to get up I had to shrug it all off 'cause it's the same old stuff Then it hit me You won't permit me To be an individual Just doesn't fit me But I decided that it's going to be living Yeah, I decided I'm escaping from your prison What a high When you open your mind for the very first time A real surprise I started living outside of the box Crossing over lines where I always used to stop Living outside of the box 'Cause I'm not gonna be anybody that I'm not I always knew this day would come When I got off my back, found some motivation I've been living on the other side Come hell or high water, every moment I'm alive So long conformity And ambiguity is a new priority All it takes, for heaven sakes Is to figure out the face and learn to separate I started living outside of the box Taking my time when I always used to rush Living outside of the box 'Cause I'm not gonna be anybody that I'm not I always knew this day would come When I broke down the walls for my liberation I've been living on the other side Come hell or high water every moment I'm alive Oh, living outside of the box Oh, living outside of the box Oh, living outside Ha ha ha I always knew this day would come When I got off my back, found some motivation Oh, living outside of the box Of the box, of your life Of everything that seems nice Oh, living outside of the box"
"Katy Perry","(A) Katy Perry",2005,"Diamonds","I've got people to see Places to go Deadlines to meet A reputation to up hold It's like a ton of bricks Breaking on my back It's like The force of gravity In full effect I got money to burn And I'm on the sake They bet their bomb on me 'Cause I'm their ace of spades I feel the walls Getting closer I'm like a bomb With all red wires All this pressure All this pressure Maybe it means I'm gonna be All this pressure All this pressure Maybe this means I'm gonna be A diamond It won't ever bend A diamond 'Cause they're ladies' Best friends a diamond But there There has to be more Than what these pirates Are gambling for If not for the push I'd probably be a pebble If not for the pressure I'd be forgotten forever Just another stone Skipped upon the water Drowning fast before The other failures I don't wanna be A distant memory On your wall Just another CD That you burned And never bought Am I not worth it to you? After all that drama That we've been though? All this pressure All this pressure Maybe it means I'm gonna be All this pressure All this pressure Maybe this means I'm gonna be A diamond It won't ever bend A diamond 'Cause they're ladies' Best friends A diamond But there There has to be more Than what these pirates Are gambling for Ooh ooh diamond I've gotta be a diamond With you standing by Now catch me if I fall) Oh oh oh Yeah yeah yeah All this pressure All this pressure Maybe it means I'm gonna be All this pressure All this pressure Maybe this means I'm gonna be I'm a diamond in the sky With you standing by Now catch me if I fall Into the arms of a coma All this pressure I've got pressure I'm gonna be a diamond baby I've gotta be a diamond Your gonna see I'm gonna be a diamond"
"Katy Perry","(A) Katy Perry",2005,"Hook Up","Oh, sweetheart, put the bottle down You've got too much talent I see you through those bloodshot eyes There's a cure, you've found it Slow motion, sparks you caught that chill Now don't deny it But boys will be boys oh, yes they will They don't want to define it Just give up the game and get into me If you're looking for thrills, then get cold feet Oh no, I do not hook up, up I go slow, so if you want me I don't come cheap Keep your thing in your pants And your heart on your sleeve Oh no, I do not hook up, up I fall deep 'Cause the more that you try The harder I'll fight To say goodnight I can't cook, no but I can clean Up the mess you left Lay your head down And feel the beat as I kiss Your forehead, this may not last But this is now So love the one you're with You wanna chase But you're chasing your tail Quick fix won't ever get you well Oh no, I do not hook up, up I go slow, so if you want me I don't come cheap Keep your thing in your pants And your heart on your sleeve Oh no, I do not hook up, up I fall deep 'Cause the more that you try The harder I'll fight To say goodnight 'Cause I feel the distance between us Could be over with a snap of your fingers Oh, oh, oh, yeah Oh no, I do not hook up, up I go slow, so if you want me I don't come cheap Keep your thing in your pants And your heart on your sleeve Oh no, I do not hook up, up I fall deep 'Cause the more that you try The harder I'll fight To say goodnight Oh, sweetheart Put the bottle down 'Cause you don't Wanna miss out"
"Katy Perry","(A) Katy Perry",2005,"Long Shot","Ah-ah-ah, ah-ah-ah Ah-ah-ah I felt it, the wire touched my neck and Then someone pulled it tighter, I never saw it coming I started to black out and then someone said good mornin' I took it as a warning, I should've seen it coming So now I'll take a chance on this thing we may have started Intentional or not I don't think we saw it coming It's all addin' up to something That as for some involvement, that as for a commitment I think I see it comin' if we stepped out on that limb My heartbeat beats me senselessly Why's everything gotta be so intense with me? I'm tryna handle all this unpredictability In all probability It's a long shot, but I say why not If I say forget it, I know that I'll regret it It's a long shot just to beat the odds The chance is we won't make it But I know if I don't take it, there's no chance 'Cause you're the best I've got So take a long shot I realize that there is all this doubting Things we're both scared about that We'll never see 'em coming, throw caution to the wind and We'll see which way it's blowing into this fully knowing We'll never see it coming 'til it's much too close to stop My heartbeat beats me senselessly Why's everything gotta be so intense with me? I'm tryna handle all this unpredictability In all probability It's a long shot, but I say why not If I say forget it, I know that I'll regret it It's a long shot just to beat the odds The chance is we won't make it But I know if I don't take it, there's no chance 'Cause I'm the best you've got So take a long shot Oh, I waited for fact to come of fiction And you fit my description I never saw you coming, but we'll make it even though It's a long shot, but I say why not If I say forget it, I know that I'll regret it It's a long shot just to beat the odds The chance is we won't make it But I know if I don't take it, there's no chance 'Cause you're the best I got So take a long shot You didn't expect this Oh, you never saw me coming You didn't expect this Oh, you never saw this coming I take the long shot I take the long shot, shot, shot, shot, shot, shot 'Cause you're the best I've got Oh, I'm taking this chance on you, baby I'm taking this chance on you, baby I'm taking this chance"
"Katy Perry","(A) Katy Perry",2005,"It's Okay To Believe","This was big for us Forever changing you and me Allow me to be ambiguous Though I can't stand ambiguity I'll beat around this burning bush Trying to put the fire out When all the shoving came to push The words just stayed stuck in my mouth 'Cause it's okay to believe in something It's alright to live your life for someone Ba da da dum It's okay to believe in something It's alright to live your life for someone, yeah Ba da da dum So we might lose But I'm glad I didn't leave I wear my soul on my shoes If not my heart upon my sleeve If I'm not allowed to speak aloud Of what you really mean to me Then'll type it bold when I spell it out I T S L O V E 'Cause it's okay to believe in something It's alright to live your life for someone, yeah Ba da da dum, oh, oh, oh It's okay to believe in something It's alright to live your life for someone, yeah Ba da da dum, oh So why do I hesitate for my cocoon to break? Second guess every move that I make This was big for us Changing you and me 'Cause it's okay to believe in something It's alright to live your life for someone, yeah Oh, oh yeah Oh, it's okay to believe in something It's alright to live your life for someone, yeah Ba da da dum Oh, somebody tell me It's okay to believe in something It's alright to live your life for someone, yeah Ba da da dum Stand up for what you believe in Take pride for who you are Yeah, yeah, oh yeah Stand up for what you believe in Take pride for who you are Yeah, yeah, oh yeah Stand up for what you believe in Take pride for who you are Yeah, yeah, oh yeah"
"Katy Perry","(A) Katy Perry",2005,"Simple","You're such a poet I wish I could be Wesley Willis My words would flow like honey, sweet and laid on thick You're so edgy You don't even need a rhyming dictionary I wipe my hands on your jeans, 'cause they are more distressed So they say you got O.C.D. And they claim you can barely read But you say, Don't bother me with all of your reality. But it could be so simple (You're overthinking) Life should be that simple (Who would have thought it?) I wish it were just so simple (You're overthinking) But the point's been missed You've made a mess Who would have guessed That it's as simple as it seems? So what, you're a genius? But you've got a lot to learn Like the time you lost your apartment 'Cause you bought too much Vuitton You park (Park) in a loading zone You sleep (Sleep) with the lights all on You cross your i's and dot your t's All it goes to show That it could be so simple (You're overthinking) Life should be that simple (Who would have thought it?) I wish it were just that simple (You're overthinking) The point's been missed We've made a mess Who would have guessed That it's as simple as it seems? I'm not saying that it's a piece of cake Just take a moment to evaluate The possibilities The situations The opportunities That are waiting Oh, the possibilities Oh, I It could, it could be that simple (You're overthinking) Life should be that simple (Who would have thought it?) I wish it were just so simple (You're overthinking) The point's been missed We've made a mess Who would have guessed That it's as simple as it seems? We could talk all day About your eccentricities What I mean to say Oh-oh, is that I need you listen, please And focus on, on life's simplicities So don't be afraid to strip it away 'Cause at the end of the day It's still as simple as it seems It is all so simple Just deal with it"
"Katy Perry","(A) Katy Perry",2005,"Takes One To Know One","What are you lookin' at? I saw this coming from a mile away I saw a crack in the egg A little rip in the page I found your knickers on the floor Underneath the bed Where you said I was the only one You thought I'd cry (You thought I'd cry) You thought I'd lay down and die You thought there's no getting over you (Ha-ha) And all this time (All this time) You've been having your fun I've been having some fun too 'Cause it takes one to know one Congrats you've met your match You think I'd lie here, heartbroken But the knife is in your back (In your back) You left your suit, you left your tie And looked me in the eye And swore that it was business baby (Yeah, right) And when you left I got a call That started it all And now it's not your business, baby You thought I'd cry (You thought I'd cry) You thought I'd lay down and die You thought there's no getting over you (Ha-ha) But all this time (All this time) You've been having your fun I've been having some fun too 'Cause it takes one to know one Congrats you've met your match You think I'd lie here, heartbroken But the knife is in your back (In your back) You're such a wreck The cutest accident Makes so much sense You'll come back to me, oh (Oh) And I'll let you Hey, huh, you're back 'Cause it takes one to know one Congrats you've met your match You think I'd lie here, heartbroken (Heartbroken) But the knife is in your back (In your back) 'Cause it takes one to know one (Hi, nice to meet you) Congrats you've met your match You think I'd lie here, heartbroken (Heartbroken) But the knife is in your back (In your back)"
"Katy Perry","(A) Katy Perry",2005,"Wish You The Worst","I saw you at the grocery store Oh you both looked happy Picking out the usual She's a carbon copy Of everything you lost, of everything I'm not I guess you just forgot how to pick 'em If she's the one I've heard about I'm disappointed If she's the reason why you left I'm not impressed at all Well this looks like the end Yeah, I hope we can still be friends Congratulations Let me be the first to wish you the worst 'Cause I think you deserve each other Let me be the curse that creeps under your skin Until your heart caves in And you wish she was me again And again And again And again Well, someone had to tell the truth And I'm always honest I read you like an open book And it's obvious to me She's just the one between, heading no where fast Sure it's gonna last forever Let me be the first to wish you the worst 'Cause I think you deserve each other Let me be the curse that creeps under your skin Until your heart caves in And you wish she was me again Let me be the first to wish you the worst 'Cause I think you deserve each other Let me be the curse that creeps under your skin Until your heart caves in And you wish she was me again And again And again And again Oh, you wish You wish You wish You do"
"Katy Perry","(A) Katy Perry",2005,"Weigh Me Down","We're looking in the same direction But you don't see what I see Just a half moon in your perception It looks full to me Oh, my head is caught, caught in clouds But you're buried so, so far down You drag me down to earth You stomp my heart it hurts You weigh me down The way you're pulling me You're worse than gravity You weigh me down You weigh me down Your words can pollute the future So you should choose carefully Cynical is a natural born killer If it were up to me I would say Let's get you all medicated So we can get dedicated You drag me down to earth You stomp my heart it hurts You weigh me down The way you're pulling me You're worse than gravity You weigh me down You weigh me down This is not a race This is the relationship But you take the cake At being the worst in it Try and keep me grounded You took my faith And nearly drowned it This is not a test This is the relationship You are the best in being Mr. Negative You drag me down to earth You stomp my heart it hurts You weigh me down The way you're pulling me You're worse than gravity You weigh me down You weigh me down You drag me down to earth You stomp my heart it hurts You weigh me down The way you're pulling me You're worse than gravity You weigh me down You weigh me down"
"Katy Perry","One Of The Boys",2008,"One Of The Boys","I saw a spider I didn't scream 'Cause I can belch the alphabet Just double dawg dare me And I chose guitar over ballet And I tape these suckers down 'Cause they just get in my way The way You look at me Is kinda like a little sister You high fives Your goodbyes And it leaves me nothing but blisters So I don't wanna be One of the boys One of your guys Just give me a chance to prove to you tonight That I just wanna be One of the girls Pretty in pearls Not one of the boys So over the summer Something changed I started reading Seventeen and Shaving my legs and And I studied Lolita religiously And I walked right into school and caught you Staring at me 'Cause I know what you know But now you're gonna have to take a number It's okay Maybe one day But not until you gimme my Diamond ring 'Cause I don't wanna be One of the boys One of your guys Just give me a chance to prove to you tonight That I just wanna be your Homecoming queen Pin up poster dream Not one the boys I wanna be a flower Not a dirty weed I wanna smell like roses Not a baseball team And I swear maybe one day you're Gonna wanna make out Make out, make out with me Don't wanna be (don't wanna be) Don't wanna be (don't wanna be) Don't wanna be (don't wanna be) 'Cause I don't wanna be One of the boys One of your guys Just give me a chance to prove to you tonight That I just wanna be One of the girls Pretty in pearls Not one of the boys"
"Katy Perry","One Of The Boys",2008,"I Kissed A Girl","This was never the way I planned, not my intention I got so brave, drink in hand, lost my discretion It's not what I'm used to, just wanna try you on I'm curious for you, caught my attention I kissed a girl and I liked it The taste of her cherry chapstick I kissed a girl just to try it I hope my boyfriend don't mind it It felt so wrong It felt so right Don't mean I'm in love tonight I kissed a girl and I liked it I liked it No, I don't even know your name, it doesn't matter You're my experimental game, just human nature It's not what good girls do, not how they should behave My head gets so confused, hard to obey I kissed a girl and I liked it The taste of her cherry chapstick I kissed a girl just to try it I hope my boyfriend don't mind it It felt so wrong It felt so right Don't mean I'm in love tonight I kissed a girl and I liked it I liked it Us girls we are so magical Soft skin, red lips, so kissable Hard to resist, so touchable Too good to deny it Ain't no big deal, it's innocent I kissed a girl and I liked it The taste of her cherry chapstick I kissed a girl just to try it I hope my boyfriend don't mind it It felt so wrong It felt so right Don't mean I'm in love tonight I kissed a girl and I liked it I liked it"
"Katy Perry","One Of The Boys",2008,"Waking Up In Vegas","You gotta help me out It's all a blur last night We need a taxi 'cause you're hung-over and I'm broke I lost my fake ID but you lost the motel key Spare me your freakin' dirty looks Now don't blame me You wanna cash out And get the hell out of town Don't be a baby Remember what you told me Shut up and put your money where your mouth is That's what you get for waking up in Vegas Get up and shake the glitter off your clothes now That's what you get for waking up in Vegas Why are these lights so bright? Did we get hitched last night Dressed up like Elvis? Why am I wearing your class ring? Don't call your mother 'Cause now we're partners in crime Don't be a baby Remember what you told me Shut up and put your money where your mouth is That's what you get for waking up in Vegas Get up and shake the glitter off your clothes now That's what you get for waking up in Vegas You got me into this Information overload Situation lost control Send out an S.O.S Ha,and get some cash out We're gonna tear up the town Don't be a baby Remember what you told me Remember what you told me Remember what you told me, told me, told me Shut up and put your money where your mouth is That's what you get for waking up in Vegas Get up and shake the glitter off your clothes, now That's what you get for waking up in Vegas That's what you get, baby Shake the glitter Shake, shake, shake the glitter! Give me some cash out, baby Give me some cash out, baby"
"Katy Perry","One Of The Boys",2008,"Thinking Of You","Comparisons are easily done Once you've had a taste of perfection Like an apple hanging from a tree I picked the ripest one, I still got the seed You said move on, where do I go? I guess second best is all I will know 'Cause when I'm with him, I am Thinking of you (Thinking of you, thinking of you) Thinking of you What you would do if You were the one who was Spending the night (Spending the night, spending the night) Oh, I wish that I Was looking into your eyes Eyes You're like an Indian summer in the middle of winter Like a hard candy with a surprise center How do I get better once I've had the best? You said there's tons of fish in the water, so the waters I will test He kissed my lips, I taste your mouth, oh (I taste your mouth) He pulled me in, I was disgusted with myself 'Cause when I'm with him, I am Thinking of you (Thinking of you, thinking of you) Thinking of you What you would do if You were the one who was Spending the night (Spending the night, spending the night) Oh, I wish that I Was looking into You're the best And yes, I do regret How I could let myself let you go Now, now the lesson's learned I touched it, I was burned Oh, I think you should know 'Cause when I'm with him, I am (Oh) Thinking of you (Oh; thinking of you, thinking of you) Thinking of you Oh, what you would do if You were the one who was Spending the night (Spending the night, spending the night) Oh, I wish that I Was looking into your Your eyes Looking into your eyes Looking into your eyes Oh, won't you walk through And bust in the door and Take me away? Oh, no more mistakes 'Cause in your eyes, I'd like to stay Stay"
"Katy Perry","One Of The Boys",2008,"Mannequin","How do I get closer to you When you keep it all on mute? How will I know the right way to love you? Usually the queen of figuring out Breaking down a man is no workout But I have no clue how to get through to you I wanna hit you just to see if you cry I keep knocking on wood Hoping there's a real boy inside 'Cause you're not a man You're just a mannequin I wish you could feel That my love is real But you're not a man I wish I could just turn you on Put a battery in and make you talk Even pull a string for you to say anything But with you there is no guarantee Only expired warranty A bunch of broken parts And I can't seem to find your heart I'm such a fool, I'm such a fool, I'm such a fool This one's outta my hands I can't put you back together again 'Cause you're not a man You're just a mannequin I wish you could feel That my love is real But you're not a man You're just a toy Could you ever be a real, real boy And understand? But you're not a man If the past is the problem Our future could solve them Baby I could bring you to life If you let me inside Baby It'll hurt, but in the end You'll be a man You're not a man You're just a mannequin I wish you could feel That my love is real Toy Could you ever be a real, real boy? Understand But you're not a man You're not a man You're just a mannequin I wish you could feel That my love is real But you're not a man"
"Katy Perry","One Of The Boys",2008,"Ur So Gay","Your mind may refuse to believe Your mind may refuse to believe I hope you hang yourself with your H&amp;M scarf While ... off listening to Mozart You bitch and moan about LA Wishing you were in the rain reading Hemingway You don't eat meat and drive electrical cars You're so indie rock, it's almost an art You need SPF 45 just to stay alive You're so gay and you don't even like boys No, you don't even like No, you don't even like No, you don't even like boys (Oh) You're so gay and you don't even like boys No, you don't even like No, you don't even like No, you don't even like You're so sad, maybe you should buy a happy meal You're so skinny, you should really Super Size the deal Secretly, you're so amused that nobody understands you I'm so mean 'cause I cannot get you out of your head I'm so angry 'cause you'd rather MySpace instead I can't believe I fell in love with someone that wears more makeup and You're so gay and you don't even like boys No, you don't even like No, you don't even like No, you don't even like boys You're so gay and you don't even like boys No, you don't even like No, you don't even like No, you don't even like Hey, oh Oh whoa-oh-oh, oh La-la-la La-la-la Do-do-do, ba-ba-ba Do-do-do, da-da-day You're so gay You're so gay You walk around like you're oh-so debonair You pull 'em down and there's really nothing there I wish you would just be real with me You're so gay and you don't even like boys No, you don't even like No, you don't even like No, you don't even like boys You're so gay and you don't even like boys No, you don't even like No, you don't even like Oh, no, no, no, no, no, no, no You're so gay and you don't even like boys No, you don't even like No, you don't even like No, you don't even like boys You're so gay and you don't even like boys No, you don't even like No, you don't even like No, you don't even like Penis"
"Katy Perry","One Of The Boys",2008,"Hot N Cold","You change your mind like a girl changes clothes Yeah, you PMS like a bitch I would know And you over-think always speak cryptically I should know that you're no good for me 'Cause you're hot then you're cold You're Yes then you're No You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up You're hot then you're cold You're Yes then you're No You're in then you're out You're up then you're down We used to be just like twins so in sync The same energy now's a dead battery Used to laugh 'bout nothing, now you're plain boring I should know that you're not gonna change 'Cause you're hot then you're cold You're Yes then you're No You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up You're hot then you're cold You're Yes then you're No You're in then you're out You're up then you're down Someone call the doctor Got a case of a love bipolar Stuck on a roller coaster Can't get off this ride You change your mind Like a girl changes clothes 'Cause you're hot then you're cold You're Yes then you're No You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up You're hot then you're cold You're Yes then you're No You're in then you're out You're up then you're down You're wrong when it's right It's black and it's white We fight, we break up We kiss, we make up You're hot then you're cold You're Yes then you're No You're in then you're out You're up then you're down, down"
